"統計期","行政區別","土地面積[平方公里]","實際編組里數[里]","戶籍登記里數[里]","實際編組鄰數[鄰]","戶籍登記鄰數[鄰]","戶數[戶]","人口數/總計[人]","人口數/男[人]","人口數/女[人]","性比例[男/百女]","戶量[人/戶]","人口密度[人/平方公里]"
"94年 10月底","萬華區",8.8522,36,0,719,0,71734,194968,98942,96026,103.04,2.72,22025
"94年 10月底","文山區",31.5090,39,0,993,0,92017,258655,127095,131560,96.61,2.81,8209
"94年 10月底","南港區",21.8424,19,0,427,0,38577,113108,56642,56466,100.31,2.93,5178
"94年 10月底","內湖區",31.5787,37,0,859,0,88574,261478,127762,133716,95.55,2.95,8280
"94年 10月底","士林區",62.3682,51,0,985,0,95853,287819,141458,146361,96.65,3.00,4615
"94年 10月底","北投區",56.8216,42,0,817,0,83999,248091,121865,126226,96.55,2.95,4366
"94年 11月底","總計",271.7997,449,0,9460,0,932959,2615308,1279357,1335951,95.76,2.80,9622
"94年 11月底","松山區",9.2878,33,0,756,0,75001,207896,99517,108379,91.82,2.77,22384
"94年 11月底","信義區",11.2077,41,0,913,0,84520,230590,113319,117271,96.63,2.73,20574
"94年 11月底","大安區",11.3614,53,0,1025,0,113181,311954,148886,163068,91.30,2.76,27457
"94年 11月底","中山區",13.6821,42,0,864,0,85412,216825,104006,112819,92.19,2.54,15847
"94年 11月底","中正區",7.6071,31,0,584,0,59108,157419,76838,80581,95.35,2.66,20694
"94年 11月底","大同區",5.6815,25,0,516,0,44919,126962,63381,63581,99.69,2.83,22347
"94年 11月底","萬華區",8.8522,36,0,719,0,71773,194812,98832,95980,102.97,2.71,22007
"94年 11月底","文山區",31.5090,39,0,993,0,92035,258689,127078,131611,96.56,2.81,8210
"94年 11月底","南港區",21.8424,19,0,429,0,38580,113051,56612,56439,100.31,2.93,5176
"94年 11月底","內湖區",31.5787,37,0,859,0,88563,261520,127756,133764,95.51,2.95,8282
"94年 11月底","士林區",62.3682,51,0,985,0,95853,287551,141296,146255,96.61,3.00,4611
"94年 11月底","北投區",56.8216,42,0,817,0,84014,248039,121836,126203,96.54,2.95,4365
"94年 12月底","總計",271.7997,449,0,9461,0,933110,2616375,1279513,1336862,95.71,2.80,9626
"94年 12月底","松山區",9.2878,33,0,756,0,75009,208101,99575,108526,91.75,2.77,22406
"94年 12月底","信義區",11.2077,41,0,913,0,84605,230780,113351,117429,96.53,2.73,20591
"94年 12月底","大安區",11.3614,53,0,1027,0,113108,312166,148926,163240,91.23,2.76,27476
"94年 12月底","中山區",13.6821,42,0,864,0,85446,216906,104048,112858,92.19,2.54,15853
"94年 12月底","中正區",7.6071,31,0,584,0,59060,157335,76770,80565,95.29,2.66,20683
"94年 12月底","大同區",5.6815,25,0,516,0,44909,126810,63307,63503,99.69,2.82,22320
"94年 12月底","萬華區",8.8522,36,0,718,0,71774,194743,98801,95942,102.98,2.71,21999
"94年 12月底","文山區",31.5090,39,0,993,0,92078,258953,127139,131814,96.45,2.81,8218
"94年 12月底","南港區",21.8424,19,0,429,0,38589,113052,56605,56447,100.28,2.93,5176
"94年 12月底","內湖區",31.5787,37,0,859,0,88663,261837,127836,134001,95.40,2.95,8292
"94年 12月底","士林區",62.3682,51,0,985,0,95875,287753,141385,146368,96.60,3.00,4614
"94年 12月底","北投區",56.8216,42,0,817,0,83994,247939,121770,126169,96.51,2.95,4363
"95年 1月底","總計",271.7997,449,0,9465,0,932763,2616473,1279225,1337248,95.66,2.81,9626
"95年 1月底","松山區",9.2878,33,0,756,0,74978,208164,99589,108575,91.72,2.78,22413
"95年 1月底","信義區",11.2077,41,0,913,0,84575,230735,113331,117404,96.53,2.73,20587
"95年 1月底","大安區",11.3614,53,0,1027,0,113104,312406,148990,163416,91.17,2.76,27497
"95年 1月底","中山區",13.6821,42,0,864,0,85420,216855,104012,112843,92.17,2.54,15850
"95年 1月底","中正區",7.6071,31,0,584,0,59039,157366,76738,80628,95.18,2.67,20687
"95年 1月底","大同區",5.6815,25,0,517,0,44863,126748,63234,63514,99.56,2.83,22309
"95年 1月底","萬華區",8.8522,36,0,718,0,71701,194654,98709,95945,102.88,2.71,21989
"95年 1月底","文山區",31.5090,39,0,993,0,92018,258915,127091,131824,96.41,2.81,8217
"95年 1月底","南港區",21.8424,19,0,429,0,38575,113036,56595,56441,100.27,2.93,5175
"95年 1月底","內湖區",31.5787,37,0,859,0,88630,261891,127826,134065,95.35,2.95,8293
"95年 1月底","士林區",62.3682,51,0,985,0,95863,287713,141368,146345,96.60,3.00,4613
"95年 1月底","北投區",56.8216,42,0,820,0,83997,247990,121742,126248,96.43,2.95,4364
"95年 2月底","總計",271.7997,449,0,9465,0,932937,2616645,1279091,1337554,95.63,2.80,9627
"95年 2月底","松山區",9.2878,33,0,756,0,74978,208261,99612,108649,91.68,2.78,22423
"95年 2月底","信義區",11.2077,41,0,913,0,84557,230666,113220,117446,96.40,2.73,20581
"95年 2月底","大安區",11.3614,53,0,1027,0,113113,312517,149022,163495,91.15,2.76,27507
"95年 2月底","中山區",13.6821,42,0,864,0,85418,216899,104014,112885,92.14,2.54,15853
"95年 2月底","中正區",7.6071,31,0,584,0,59052,157431,76726,80705,95.07,2.67,20695
"95年 2月底","大同區",5.6815,25,0,516,0,44887,126691,63194,63497,99.52,2.82,22299
"95年 2月底","萬華區",8.8522,36,0,718,0,71699,194465,98596,95869,102.84,2.71,21968
"95年 2月底","文山區",31.5090,39,0,993,0,92047,258941,127131,131810,96.45,2.81,8218
"95年 2月底","南港區",21.8424,19,0,430,0,38537,112866,56546,56320,100.40,2.93,5167
"95年 2月底","內湖區",31.5787,37,0,859,0,88698,262162,127967,134195,95.36,2.96,8302
"95年 2月底","士林區",62.3682,51,0,985,0,95879,287639,141272,146367,96.52,3.00,4612
"95年 2月底","北投區",56.8216,42,0,820,0,84072,248107,121791,126316,96.42,2.95,4366
"95年 3月底","總計",271.7997,449,0,9467,0,933532,2618058,1279427,1338631,95.58,2.80,9632
"95年 3月底","松山區",9.2878,33,0,756,0,75033,208330,99674,108656,91.73,2.78,22431
"95年 3月底","信義區",11.2077,41,0,914,0,84539,230734,113187,117547,96.29,2.73,20587
"95年 3月底","大安區",11.3614,53,0,1027,0,113179,312891,149139,163752,91.08,2.76,27540
"95年 3月底","中山區",13.6821,42,0,864,0,85492,217014,104022,112992,92.06,2.54,15861
"95年 3月底","中正區",7.6071,31,0,584,0,59114,157714,76849,80865,95.03,2.67,20732
"95年 3月底","大同區",5.6815,25,0,516,0,44924,126731,63224,63507,99.55,2.82,22306
"95年 3月底","萬華區",8.8522,36,0,718,0,71667,194298,98493,95805,102.81,2.71,21949
"95年 3月底","文山區",31.5090,39,0,993,0,92130,259157,127175,131982,96.36,2.81,8225
"95年 3月底","南港區",21.8424,19,0,431,0,38534,112804,56489,56315,100.31,2.93,5164
"95年 3月底","內湖區",31.5787,37,0,859,0,88809,262382,128082,134300,95.37,2.95,8309
"95年 3月底","士林區",62.3682,51,0,985,0,95940,287715,141270,146445,96.47,3.00,4613
"95年 3月底","北投區",56.8216,42,0,820,0,84171,248288,121823,126465,96.33,2.95,4370
"95年 4月底","總計",271.7997,449,0,9470,0,934127,2619384,1279706,1339678,95.52,2.80,9637
"95年 4月底","松山區",9.2878,33,0,756,0,75142,208493,99700,108793,91.64,2.77,22448
"95年 4月底","信義區",11.2077,41,0,914,0,84564,230848,113191,117657,96.20,2.73,20597
"95年 4月底","大安區",11.3614,53,0,1027,0,113196,313107,149204,163903,91.03,2.77,27559
"95年 4月底","中山區",13.6821,42,0,864,0,85594,217167,104097,113070,92.06,2.54,15872
"95年 4月底","中正區",7.6071,31,0,584,0,59143,157982,76950,81032,94.96,2.67,20768
"95年 4月底","大同區",5.6815,25,0,516,0,44972,126852,63281,63571,99.54,2.82,22327
"95年 4月底","萬華區",8.8522,36,0,718,0,71655,194186,98426,95760,102.78,2.71,21936
"95年 4月底","文山區",31.5090,39,0,993,0,92176,259363,127234,132129,96.30,2.81,8231
"95年 4月底","南港區",21.8424,19,0,431,0,38523,112768,56474,56294,100.32,2.93,5163
"95年 4月底","內湖區",31.5787,37,0,862,0,88927,262573,128093,134480,95.25,2.95,8315
"95年 4月底","士林區",62.3682,51,0,985,0,96018,287831,141284,146547,96.41,3.00,4615
"95年 4月底","北投區",56.8216,42,0,820,0,84217,248214,121772,126442,96.31,2.95,4368
"95年 5月底","總計",271.7997,449,0,9470,0,934899,2620693,1279955,1340738,95.47,2.80,9642
"95年 5月底","松山區",9.2878,33,0,756,0,75252,208680,99747,108933,91.57,2.77,22468
"95年 5月底","信義區",11.2077,41,0,914,0,84572,230959,113205,117754,96.14,2.73,20607
"95年 5月底","大安區",11.3614,53,0,1027,0,113157,313270,149246,164024,90.99,2.77,27573
"95年 5月底","中山區",13.6821,42,0,864,0,85784,217388,104130,113258,91.94,2.53,15888
"95年 5月底","中正區",7.6071,31,0,584,0,59183,158269,77125,81144,95.05,2.67,20805
"95年 5月底","大同區",5.6815,25,0,516,0,45011,126837,63244,63593,99.45,2.82,22325
"95年 5月底","萬華區",8.8522,36,0,718,0,71662,194011,98266,95745,102.63,2.71,21917
"95年 5月底","文山區",31.5090,39,0,993,0,92261,259649,127291,132358,96.17,2.81,8240
"95年 5月底","南港區",21.8424,19,0,431,0,38555,112578,56395,56183,100.38,2.92,5154
"95年 5月底","內湖區",31.5787,37,0,862,0,89038,262766,128119,134647,95.15,2.95,8321
"95年 5月底","士林區",62.3682,51,0,985,0,96107,287851,141285,146566,96.40,3.00,4615
"95年 5月底","北投區",56.8216,42,0,820,0,84317,248435,121902,126533,96.34,2.95,4372
"95年 6月底","總計",271.7997,449,0,9470,0,936572,2623783,1281003,1342780,95.40,2.80,9653
"95年 6月底","松山區",9.2878,33,0,756,0,75370,208891,99785,109106,91.46,2.77,22491
"95年 6月底","信義區",11.2077,41,0,914,0,84630,231038,113150,117888,95.98,2.73,20614
"95年 6月底","大安區",11.3614,53,0,1027,0,113287,313836,149463,164373,90.93,2.77,27623
"95年 6月底","中山區",13.6821,42,0,864,0,86016,217865,104295,113570,91.83,2.53,15923
"95年 6月底","中正區",7.6071,31,0,584,0,59278,158538,77262,81276,95.06,2.67,20841
"95年 6月底","大同區",5.6815,25,0,516,0,45145,126944,63268,63676,99.36,2.81,22343
"95年 6月底","萬華區",8.8522,36,0,718,0,71802,194200,98342,95858,102.59,2.70,21938
"95年 6月底","文山區",31.5090,39,0,993,0,92427,260079,127512,132567,96.19,2.81,8254
"95年 6月底","南港區",21.8424,19,0,431,0,38603,112599,56359,56240,100.21,2.92,5155
"95年 6月底","內湖區",31.5787,37,0,862,0,89265,263178,128266,134912,95.07,2.95,8334
"95年 6月底","士林區",62.3682,51,0,985,0,96233,287870,141259,146611,96.35,2.99,4616
"95年 6月底","北投區",56.8216,42,0,820,0,84516,248745,122042,126703,96.32,2.94,4378
"95年 7月底","總計",271.7997,449,0,9470,0,937865,2625757,1281521,1344236,95.33,2.80,9661
"95年 7月底","松山區",9.2878,33,0,756,0,75405,208893,99740,109153,91.38,2.77,22491
"95年 7月底","信義區",11.2077,41,0,914,0,84656,230986,113068,117918,95.89,2.73,20610
"95年 7月底","大安區",11.3614,53,0,1027,0,113417,314112,149506,164606,90.83,2.77,27647
"95年 7月底","中山區",13.6821,42,0,864,0,86216,218277,104455,113822,91.77,2.53,15953
"95年 7月底","中正區",7.6071,31,0,584,0,59302,158607,77281,81326,95.03,2.67,20850
"95年 7月底","大同區",5.6815,25,0,516,0,45215,127007,63301,63706,99.36,2.81,22354
"95年 7月底","萬華區",8.8522,36,0,718,0,71877,194313,98362,95951,102.51,2.70,21951
"95年 7月底","文山區",31.5090,39,0,993,0,92553,260350,127593,132757,96.11,2.81,8263
"95年 7月底","南港區",21.8424,19,0,431,0,38698,112715,56404,56311,100.17,2.91,5160
"95年 7月底","內湖區",31.5787,37,0,862,0,89487,263560,128422,135138,95.03,2.95,8346
"95年 7月底","士林區",62.3682,51,0,985,0,96381,287985,141297,146688,96.32,2.99,4617
"95年 7月底","北投區",56.8216,42,0,820,0,84658,248952,122092,126860,96.24,2.94,4381
"95年 8月底","總計",271.7997,449,0,9470,0,939492,2626291,1281445,1344846,95.29,2.80,9663
"95年 8月底","松山區",9.2878,33,0,756,0,75439,208668,99600,109068,91.32,2.77,22467
"95年 8月底","信義區",11.2077,41,0,914,0,84739,230813,113014,117799,95.94,2.72,20594
"95年 8月底","大安區",11.3614,53,0,1027,0,113566,314038,149438,164600,90.79,2.77,27641
"95年 8月底","中山區",13.6821,42,0,864,0,86581,218784,104657,114127,91.70,2.53,15991
"95年 8月底","中正區",7.6071,31,0,584,0,59383,158566,77217,81349,94.92,2.67,20844
"95年 8月底","大同區",5.6815,25,0,516,0,45286,127008,63300,63708,99.36,2.80,22355
"95年 8月底","萬華區",8.8522,36,0,718,0,72047,194484,98443,96041,102.50,2.70,21970
"95年 8月底","文山區",31.5090,39,0,993,0,92675,260441,127549,132892,95.98,2.81,8266
"95年 8月底","南港區",21.8424,19,0,431,0,38784,112790,56453,56337,100.21,2.91,5164
"95年 8月底","內湖區",31.5787,37,0,862,0,89704,263748,128456,135292,94.95,2.94,8352
"95年 8月底","士林區",62.3682,51,0,985,0,96473,287944,141242,146702,96.28,2.98,4617
"95年 8月底","北投區",56.8216,42,0,820,0,84815,249007,122076,126931,96.18,2.94,4382
"95年 9月底","總計",271.7997,449,0,9472,0,942424,2625441,1280733,1344708,95.24,2.79,9659
"95年 9月底","松山區",9.2878,33,0,756,0,75669,208572,99557,109015,91.32,2.76,22457
"95年 9月底","信義區",11.2077,41,0,914,0,84939,230624,112868,117756,95.85,2.72,20577
"95年 9月底","大安區",11.3614,53,0,1027,0,113837,313451,149140,164311,90.77,2.75,27589
"95年 9月底","中山區",13.6821,42,0,864,0,86957,218851,104666,114185,91.66,2.52,15995
"95年 9月底","中正區",7.6071,31,0,584,0,59540,158332,77113,81219,94.94,2.66,20814
"95年 9月底","大同區",5.6815,25,0,516,0,45363,126880,63230,63650,99.34,2.80,22332
"95年 9月底","萬華區",8.8522,36,0,718,0,72241,194522,98421,96101,102.41,2.69,21974
"95年 9月底","文山區",31.5090,39,0,994,0,93045,260594,127618,132976,95.97,2.80,8270
"95年 9月底","南港區",21.8424,19,0,432,0,38972,112909,56473,56436,100.07,2.90,5169
"95年 9月底","內湖區",31.5787,37,0,862,0,90137,263975,128491,135484,94.84,2.93,8359
"95年 9月底","士林區",62.3682,51,0,985,0,96720,287773,141151,146622,96.27,2.98,4614
"95年 9月底","北投區",56.8216,42,0,820,0,85004,248958,122005,126953,96.10,2.93,4381
"95年 10月底","總計",271.7997,449,0,9472,0,942227,2627474,1281321,1346153,95.18,2.79,9667
"95年 10月底","松山區",9.2878,33,0,756,0,75646,208788,99640,109148,91.29,2.76,22480
"95年 10月底","信義區",11.2077,41,0,914,0,84934,230943,112992,117951,95.80,2.72,20606
"95年 10月底","大安區",11.3614,53,0,1027,0,113784,313628,149174,164454,90.71,2.76,27605
"95年 10月底","中山區",13.6821,42,0,864,0,86950,219091,104768,114323,91.64,2.52,16013
"95年 10月底","中正區",7.6071,31,0,584,0,59496,158393,77080,81313,94.79,2.66,20822
"95年 10月底","大同區",5.6815,25,0,516,0,45349,126901,63224,63677,99.29,2.80,22336
"95年 10月底","萬華區",8.8522,36,0,718,0,72271,194652,98456,96196,102.35,2.69,21989
"95年 10月底","文山區",31.5090,39,0,994,0,93027,260863,127683,133180,95.87,2.80,8279
"95年 10月底","南港區",21.8424,19,0,432,0,38992,112992,56483,56509,99.95,2.90,5173
"95年 10月底","內湖區",31.5787,37,0,862,0,90114,264154,128549,135605,94.80,2.93,8365
"95年 10月底","士林區",62.3682,51,0,985,0,96713,287918,141193,146725,96.23,2.98,4616
"95年 10月底","北投區",56.8216,42,0,820,0,84951,249151,122079,127072,96.07,2.93,4385
"95年 11月底","總計",271.7997,449,0,9476,0,942660,2630835,1282497,1348338,95.12,2.79,9679
"95年 11月底","松山區",9.2878,33,0,756,0,75697,209230,99775,109455,91.16,2.76,22527
"95年 11月底","信義區",11.2077,41,0,914,0,85007,231204,113068,118136,95.71,2.72,20629
"95年 11月底","大安區",11.3614,53,0,1027,0,113782,314063,149356,164707,90.68,2.76,27643
"95年 11月底","中山區",13.6821,42,0,864,0,86982,219401,104932,114469,91.67,2.52,16036
"95年 11月底","中正區",7.6071,31,0,584,0,59519,158647,77179,81468,94.74,2.67,20855
"95年 11月底","大同區",5.6815,25,0,516,0,45347,126993,63275,63718,99.30,2.80,22352
"95年 11月底","萬華區",8.8522,36,0,722,0,72283,194709,98436,96273,102.25,2.69,21996
"95年 11月底","文山區",31.5090,39,0,994,0,93112,261286,127816,133470,95.76,2.81,8292
"95年 11月底","南港區",21.8424,19,0,432,0,38990,113106,56526,56580,99.90,2.90,5178
"95年 11月底","內湖區",31.5787,37,0,862,0,90162,264540,128694,135846,94.74,2.93,8377
"95年 11月底","士林區",62.3682,51,0,985,0,96744,288143,141218,146925,96.12,2.98,4620
"95年 11月底","北投區",56.8216,42,0,820,0,85035,249513,122222,127291,96.02,2.93,4391
"95年 12月底","總計",271.7997,449,0,9477,0,941317,2632242,1282691,1349551,95.05,2.80,9684
"95年 12月底","松山區",9.2878,33,0,756,0,75575,209422,99791,109631,91.02,2.77,22548
"95年 12月底","信義區",11.2077,41,0,914,0,84920,231476,113118,118358,95.57,2.73,20653
"95年 12月底","大安區",11.3614,53,0,1027,0,113506,314171,149429,164742,90.70,2.77,27652
"95年 12月底","中山區",13.6821,42,0,864,0,86898,219582,104908,114674,91.48,2.53,16049
"95年 12月底","中正區",7.6071,31,0,584,0,59416,158604,77178,81426,94.78,2.67,20849
"95年 12月底","大同區",5.6815,25,0,516,0,45249,126923,63220,63703,99.24,2.80,22340
"95年 12月底","萬華區",8.8522,36,0,722,0,72240,194879,98482,96397,102.16,2.70,22015
"95年 12月底","文山區",31.5090,39,0,995,0,92960,261417,127852,133565,95.72,2.81,8297
"95年 12月底","南港區",21.8424,19,0,432,0,39017,113258,56552,56706,99.73,2.90,5185
"95年 12月底","內湖區",31.5787,37,0,862,0,90017,264624,128672,135952,94.65,2.94,8380
"95年 12月底","士林區",62.3682,51,0,985,0,96566,288212,141199,147013,96.05,2.98,4621
"95年 12月底","北投區",56.8216,42,0,820,0,84953,249674,122290,127384,96.00,2.94,4394
"96年 1月底","總計",271.7997,449,0,9474,0,940820,2630872,1281559,1349313,94.98,2.80,9679
"96年 1月底","松山區",9.2878,33,0,756,0,75589,209669,99888,109781,90.99,2.77,22575
"96年 1月底","信義區",11.2077,41,0,912,0,84820,231265,112930,118335,95.43,2.73,20634
"96年 1月底","大安區",11.3614,53,0,1027,0,113458,314091,149292,164799,90.59,2.77,27645
"96年 1月底","中山區",13.6821,42,0,864,0,86837,219036,104601,114435,91.41,2.52,16009
"96年 1月底","中正區",7.6071,31,0,584,0,59402,158633,77195,81438,94.79,2.67,20853
"96年 1月底","大同區",5.6815,25,0,516,0,45214,126734,63135,63599,99.27,2.80,22306
"96年 1月底","萬華區",8.8522,36,0,722,0,72186,194592,98301,96291,102.09,2.70,21982
"96年 1月底","文山區",31.5090,39,0,994,0,92875,261169,127638,133531,95.59,2.81,8289
"96年 1月底","南港區",21.8424,19,0,432,0,38997,113076,56419,56657,99.58,2.90,5177
"96年 1月底","內湖區",31.5787,37,0,862,0,89969,264779,128766,136013,94.67,2.94,8385
"96年 1月底","士林區",62.3682,51,0,985,0,96507,288179,141147,147032,96.00,2.99,4621
"96年 1月底","北投區",56.8216,42,0,820,0,84966,249649,122247,127402,95.95,2.94,4394
"96年 2月底","總計",271.7997,449,0,9476,0,940187,2629106,1280330,1348776,94.93,2.80,9673
"96年 2月底","松山區",9.2878,33,0,756,0,75570,209613,99828,109785,90.93,2.77,22569
"96年 2月底","信義區",11.2077,41,0,914,0,84666,230931,112789,118142,95.47,2.73,20605
"96年 2月底","大安區",11.3614,53,0,1027,0,113367,313918,148972,164946,90.32,2.77,27630
"96年 2月底","中山區",13.6821,42,0,864,0,86759,218990,104584,114406,91.41,2.52,16006
"96年 2月底","中正區",7.6071,31,0,584,0,59304,158336,77082,81254,94.87,2.67,20814
"96年 2月底","大同區",5.6815,25,0,516,0,45168,126541,63040,63501,99.27,2.80,22272
"96年 2月底","萬華區",8.8522,36,0,722,0,72184,194418,98204,96214,102.07,2.69,21963
"96年 2月底","文山區",31.5090,39,0,994,0,92718,260698,127425,133273,95.61,2.81,8274
"96年 2月底","南港區",21.8424,19,0,432,0,39032,113194,56437,56757,99.44,2.90,5182
"96年 2月底","內湖區",31.5787,37,0,862,0,89964,264812,128758,136054,94.64,2.94,8386
"96年 2月底","士林區",62.3682,51,0,985,0,96485,288034,141025,147009,95.93,2.99,4618
"96年 2月底","北投區",56.8216,42,0,820,0,84970,249621,122186,127435,95.88,2.94,4393
"96年 3月底","總計",271.7997,449,0,9476,0,939801,2626273,1278977,1347296,94.93,2.79,9663
"96年 3月底","松山區",9.2878,33,0,756,0,75539,209651,99830,109821,90.90,2.78,22573
"96年 3月底","信義區",11.2077,41,0,914,0,84533,230342,112460,117882,95.40,2.72,20552
"96年 3月底","大安區",11.3614,53,0,1027,0,113107,313038,148808,164230,90.61,2.77,27553
"96年 3月底","中山區",13.6821,42,0,864,0,86629,218459,104283,114176,91.34,2.52,15967
"96年 3月底","中正區",7.6071,31,0,584,0,59387,158665,77231,81434,94.84,2.67,20857
"96年 3月底","大同區",5.6815,25,0,516,0,45201,126467,62973,63494,99.18,2.80,22259
"96年 3月底","萬華區",8.8522,36,0,722,0,72073,193781,97894,95887,102.09,2.69,21891
"96年 3月底","文山區",31.5090,39,0,994,0,92789,260813,127471,133342,95.60,2.81,8277
"96年 3月底","南港區",21.8424,19,0,432,0,39057,113190,56405,56785,99.33,2.90,5182
"96年 3月底","內湖區",31.5787,37,0,862,0,89952,264682,128678,136004,94.61,2.94,8382
"96年 3月底","士林區",62.3682,51,0,985,0,96495,287606,140835,146771,95.96,2.98,4611
"96年 3月底","北投區",56.8216,42,0,820,0,85039,249579,122109,127470,95.79,2.93,4392
"96年 4月底","總計",271.7997,449,0,9471,0,940299,2627146,1279016,1348130,94.87,2.79,9666
"96年 4月底","松山區",9.2878,33,0,756,0,75624,209882,99940,109942,90.90,2.78,22598
"96年 4月底","信義區",11.2077,41,0,914,0,84537,230254,112396,117858,95.37,2.72,20544
"96年 4月底","大安區",11.3614,53,0,1027,0,113216,313455,148932,164523,90.52,2.77,27589
"96年 4月底","中山區",13.6821,42,0,864,0,86632,218439,104233,114206,91.27,2.52,15965
"96年 4月底","中正區",7.6071,31,0,584,0,59447,158935,77306,81629,94.70,2.67,20893
"96年 4月底","大同區",5.6815,25,0,516,0,45256,126516,62973,63543,99.10,2.80,22268
"96年 4月底","萬華區",8.8522,36,0,717,0,72047,193598,97757,95841,102.00,2.69,21870
"96年 4月底","文山區",31.5090,39,0,994,0,92824,260979,127523,133456,95.55,2.81,8283
"96年 4月底","南港區",21.8424,19,0,432,0,39071,113129,56363,56766,99.29,2.90,5179
"96年 4月底","內湖區",31.5787,37,0,862,0,90053,264925,128763,136162,94.57,2.94,8389
"96年 4月底","士林區",62.3682,51,0,985,0,96517,287473,140744,146729,95.92,2.98,4609
"96年 4月底","北投區",56.8216,42,0,820,0,85075,249561,122086,127475,95.77,2.93,4392
"96年 5月底","總計",271.7997,449,0,9476,0,941000,2627232,1278685,1348547,94.82,2.79,9666
"96年 5月底","松山區",9.2878,33,0,756,0,75695,210195,100119,110076,90.95,2.78,22631
"96年 5月底","信義區",11.2077,41,0,914,0,84517,230079,112260,117819,95.28,2.72,20529
"96年 5月底","大安區",11.3614,53,0,1027,0,113295,313752,149050,164702,90.50,2.77,27616
"96年 5月底","中山區",13.6821,42,0,864,0,86635,218273,104089,114184,91.16,2.52,15953
"96年 5月底","中正區",7.6071,31,0,584,0,59521,159155,77390,81765,94.65,2.67,20922
"96年 5月底","大同區",5.6815,25,0,516,0,45341,126487,62933,63554,99.02,2.79,22263
"96年 5月底","萬華區",8.8522,36,0,722,0,72037,193216,97519,95697,101.90,2.68,21827
"96年 5月底","文山區",31.5090,39,0,994,0,92953,261253,127608,133645,95.48,2.81,8291
"96年 5月底","南港區",21.8424,19,0,432,0,39113,113049,56294,56755,99.19,2.89,5176
"96年 5月底","內湖區",31.5787,37,0,862,0,90113,264968,128763,136205,94.54,2.94,8391
"96年 5月底","士林區",62.3682,51,0,985,0,96562,287350,140625,146725,95.84,2.98,4607
"96年 5月底","北投區",56.8216,42,0,820,0,85218,249455,122035,127420,95.77,2.93,4390
"96年 6月底","總計",271.7997,449,0,9476,0,941991,2627990,1278705,1349285,94.77,2.79,9669
"96年 6月底","松山區",9.2878,33,0,756,0,75764,210292,100130,110162,90.89,2.78,22642
"96年 6月底","信義區",11.2077,41,0,914,0,84473,229829,112089,117740,95.20,2.72,20506
"96年 6月底","大安區",11.3614,53,0,1027,0,113550,314291,149290,165001,90.48,2.77,27663
"96年 6月底","中山區",13.6821,42,0,864,0,86702,218277,104077,114200,91.14,2.52,15953
"96年 6月底","中正區",7.6071,31,0,584,0,59657,159380,77469,81911,94.58,2.67,20951
"96年 6月底","大同區",5.6815,25,0,516,0,45374,126392,62827,63565,98.84,2.79,22246
"96年 6月底","萬華區",8.8522,36,0,722,0,72058,192980,97388,95592,101.88,2.68,21800
"96年 6月底","文山區",31.5090,39,0,994,0,93057,261339,127618,133721,95.44,2.81,8294
"96年 6月底","南港區",21.8424,19,0,432,0,39163,113101,56300,56801,99.12,2.89,5178
"96年 6月底","內湖區",31.5787,37,0,862,0,90220,265215,128836,136379,94.47,2.94,8399
"96年 6月底","士林區",62.3682,51,0,985,0,96658,287336,140612,146724,95.83,2.97,4607
"96年 6月底","北投區",56.8216,42,0,820,0,85315,249558,122069,127489,95.75,2.93,4392
"96年 7月底","總計",271.7997,449,0,9476,0,943079,2628330,1278496,1349834,94.72,2.79,9670
"96年 7月底","松山區",9.2878,33,0,756,0,75851,210369,100110,110259,90.80,2.77,22650
"96年 7月底","信義區",11.2077,41,0,914,0,84499,229649,111945,117704,95.11,2.72,20490
"96年 7月底","大安區",11.3614,53,0,1027,0,113695,314415,149274,165141,90.39,2.77,27674
"96年 7月底","中山區",13.6821,42,0,864,0,86794,218229,103980,114249,91.01,2.51,15950
"96年 7月底","中正區",7.6071,31,0,584,0,59795,159605,77569,82036,94.55,2.67,20981
"96年 7月底","大同區",5.6815,25,0,516,0,45414,126399,62813,63586,98.78,2.78,22247
"96年 7月底","萬華區",8.8522,36,0,722,0,72090,192879,97340,95539,101.89,2.68,21789
"96年 7月底","文山區",31.5090,39,0,994,0,93117,261190,127529,133661,95.41,2.80,8289
"96年 7月底","南港區",21.8424,19,0,432,0,39270,113215,56366,56849,99.15,2.88,5183
"96年 7月底","內湖區",31.5787,37,0,862,0,90384,265446,128961,136485,94.49,2.94,8406
"96年 7月底","士林區",62.3682,51,0,985,0,96713,287164,140486,146678,95.78,2.97,4604
"96年 7月底","北投區",56.8216,42,0,820,0,85457,249770,122123,127647,95.67,2.92,4396
"96年 8月底","總計",271.7997,449,0,9476,0,944519,2627253,1277562,1349691,94.66,2.78,9666
"96年 8月底","松山區",9.2878,33,0,755,0,75985,210211,99960,110251,90.67,2.77,22633
"96年 8月底","信義區",11.2077,41,0,914,0,84594,229407,111799,117608,95.06,2.71,20469
"96年 8月底","大安區",11.3614,53,0,1027,0,113856,314231,149171,165060,90.37,2.76,27658
"96年 8月底","中山區",13.6821,42,0,864,0,86993,218269,103948,114321,90.93,2.51,15953
"96年 8月底","中正區",7.6071,31,0,584,0,59845,159387,77468,81919,94.57,2.66,20952
