"統計期","行政區別","土地面積[平方公里]","實際編組里數[里]","戶籍登記里數[里]","實際編組鄰數[鄰]","戶籍登記鄰數[鄰]","戶數[戶]","人口數/總計[人]","人口數/男[人]","人口數/女[人]","性比例[男/百女]","戶量[人/戶]","人口密度[人/平方公里]"
"110年 2月底","松山區",9.2878,33,33,766,763,80871,199656,93292,106364,87.71,2.47,21497
"110年 2月底","信義區",11.2077,41,41,915,904,88758,214178,101676,112502,90.38,2.41,19110
"110年 2月底","大安區",11.3614,53,53,1030,1022,120900,301178,140199,160979,87.09,2.49,26509
"110年 2月底","中山區",13.6821,42,42,872,869,100666,222978,103287,119691,86.29,2.22,16297
"110年 2月底","中正區",7.6071,31,31,583,582,65726,155045,73763,81282,90.75,2.36,20382
"110年 2月底","大同區",5.6815,25,25,525,520,52178,123490,59819,63671,93.95,2.37,21735
"110年 2月底","萬華區",8.8522,36,36,725,723,79280,182216,89125,93091,95.74,2.30,20584
"110年 2月底","文山區",31.5090,43,43,1010,1002,107738,267485,127742,139743,91.41,2.48,8489
"110年 2月底","南港區",21.8424,20,20,456,455,47974,118314,57693,60621,95.17,2.47,5417
"110年 2月底","內湖區",31.5787,39,39,914,912,109840,281615,134150,147465,90.97,2.56,8918
"110年 2月底","士林區",62.3682,51,51,996,995,108021,277308,133469,143839,92.79,2.57,4446
"110年 2月底","北投區",56.8216,42,42,828,821,98063,249415,119666,129749,92.23,2.54,4389
"110年 3月底","總計",271.7997,456,456,9620,9569,1059785,2586660,1230878,1355782,90.79,2.44,9517
"110年 3月底","松山區",9.2878,33,33,766,763,80779,199037,92985,106052,87.68,2.46,21430
"110年 3月底","信義區",11.2077,41,41,915,904,88587,213272,101254,112018,90.39,2.41,19029
"110年 3月底","大安區",11.3614,53,53,1030,1022,120882,300705,140003,160702,87.12,2.49,26467
"110年 3月底","中山區",13.6821,42,42,872,869,100607,222295,102983,119312,86.31,2.21,16247
"110年 3月底","中正區",7.6071,31,31,583,582,65710,154769,73608,81161,90.69,2.36,20345
"110年 3月底","大同區",5.6815,25,25,525,521,52300,123461,59790,63671,93.90,2.36,21730
"110年 3月底","萬華區",8.8522,36,36,725,723,79262,181553,88788,92765,95.71,2.29,20509
"110年 3月底","文山區",31.5090,43,43,1010,1002,107729,266910,127481,139429,91.43,2.48,8471
"110年 3月底","南港區",21.8424,20,20,456,455,47957,118022,57516,60506,95.06,2.46,5403
"110年 3月底","內湖區",31.5787,39,39,914,912,109880,281124,133904,147220,90.96,2.56,8902
"110年 3月底","士林區",62.3682,51,51,996,995,107999,276557,133142,143415,92.84,2.56,4434
"110年 3月底","北投區",56.8216,42,42,828,821,98093,248955,119424,129531,92.20,2.54,4381
"110年 4月底","總計",271.7997,456,456,9623,9573,1059691,2581006,1228167,1352839,90.78,2.44,9496
"110年 4月底","松山區",9.2878,33,33,766,763,80784,198603,92767,105836,87.65,2.46,21383
"110年 4月底","信義區",11.2077,41,41,915,904,88538,212559,100923,111636,90.40,2.40,18965
"110年 4月底","大安區",11.3614,53,53,1030,1022,120800,299823,139592,160231,87.12,2.48,26390
"110年 4月底","中山區",13.6821,42,42,872,869,100571,221679,102668,119011,86.27,2.20,16202
"110年 4月底","中正區",7.6071,31,31,583,582,65691,154461,73471,80990,90.72,2.35,20305
"110年 4月底","大同區",5.6815,25,25,525,521,52340,123334,59715,63619,93.86,2.36,21708
"110年 4月底","萬華區",8.8522,36,36,725,723,79192,181044,88532,92512,95.70,2.29,20452
"110年 4月底","文山區",31.5090,43,43,1010,1002,107724,266439,127265,139174,91.44,2.47,8456
"110年 4月底","南港區",21.8424,20,20,456,455,47955,117777,57388,60389,95.03,2.46,5392
"110年 4月底","內湖區",31.5787,39,39,917,916,110026,280785,133752,147033,90.97,2.55,8892
"110年 4月底","士林區",62.3682,51,51,996,995,107910,275823,132837,142986,92.90,2.56,4422
"110年 4月底","北投區",56.8216,42,42,828,821,98160,248679,119257,129422,92.15,2.53,4376
"110年 5月底","總計",271.7997,456,456,9623,9573,1058678,2574704,1225276,1349428,90.80,2.43,9473
"110年 5月底","松山區",9.2878,33,33,766,763,80705,198120,92563,105557,87.69,2.45,21331
"110年 5月底","信義區",11.2077,41,41,915,904,88402,211920,100604,111316,90.38,2.40,18908
"110年 5月底","大安區",11.3614,53,53,1030,1022,120655,298891,139142,159749,87.10,2.48,26308
"110年 5月底","中山區",13.6821,42,42,872,869,100371,220944,102342,118602,86.29,2.20,16148
"110年 5月底","中正區",7.6071,31,31,583,582,65645,154098,73315,80783,90.76,2.35,20257
"110年 5月底","大同區",5.6815,25,25,525,521,52365,123085,59576,63509,93.81,2.35,21664
"110年 5月底","萬華區",8.8522,36,36,725,723,79073,180396,88197,92199,95.66,2.28,20379
"110年 5月底","文山區",31.5090,43,43,1010,1002,107634,265885,127037,138848,91.49,2.47,8438
"110年 5月底","南港區",21.8424,20,20,456,455,47960,117606,57297,60309,95.01,2.45,5384
"110年 5月底","內湖區",31.5787,39,39,917,916,109960,280318,133531,146787,90.97,2.55,8877
"110年 5月底","士林區",62.3682,51,51,996,995,107816,275204,132593,142611,92.98,2.55,4413
"110年 5月底","北投區",56.8216,42,42,828,821,98092,248237,119079,129158,92.20,2.53,4369
"110年 6月底","總計",271.7997,456,456,9623,9571,1057695,2570090,1223053,1347037,90.80,2.43,9456
"110年 6月底","松山區",9.2878,33,33,766,761,80595,197740,92399,105341,87.71,2.45,21290
"110年 6月底","信義區",11.2077,41,41,915,904,88273,211559,100435,111124,90.38,2.40,18876
"110年 6月底","大安區",11.3614,53,53,1030,1022,120401,297899,138733,159166,87.16,2.47,26220
"110年 6月底","中山區",13.6821,42,42,872,869,100300,220540,102182,118358,86.33,2.20,16119
"110年 6月底","中正區",7.6071,31,31,583,582,65560,153670,73118,80552,90.77,2.34,20201
"110年 6月底","大同區",5.6815,25,25,525,521,52360,122952,59498,63454,93.77,2.35,21641
"110年 6月底","萬華區",8.8522,36,36,725,723,78931,179969,87968,92001,95.62,2.28,20330
"110年 6月底","文山區",31.5090,43,43,1010,1002,107581,265547,126844,138703,91.45,2.47,8428
"110年 6月底","南港區",21.8424,20,20,456,455,47944,117435,57182,60253,94.90,2.45,5376
"110年 6月底","內湖區",31.5787,39,39,917,916,109972,280086,133414,146672,90.96,2.55,8869
"110年 6月底","士林區",62.3682,51,51,996,995,107746,274775,132385,142390,92.97,2.55,4406
"110年 6月底","北投區",56.8216,42,42,828,821,98032,247918,118895,129023,92.15,2.53,4363
"110年 7月底","總計",271.7997,456,456,9623,9571,1056750,2562738,1219519,1343219,90.79,2.43,9429
"110年 7月底","松山區",9.2878,33,33,766,761,80462,196890,91999,104891,87.71,2.45,21199
"110年 7月底","信義區",11.2077,41,41,915,904,88199,210936,100149,110787,90.40,2.39,18821
"110年 7月底","大安區",11.3614,53,53,1030,1022,120079,296546,138103,158443,87.16,2.47,26101
"110年 7月底","中山區",13.6821,42,42,872,869,100151,219840,101862,117978,86.34,2.20,16068
"110年 7月底","中正區",7.6071,31,31,583,582,65491,153172,72871,80301,90.75,2.34,20135
"110年 7月底","大同區",5.6815,25,25,525,521,52368,122719,59360,63359,93.69,2.34,21600
"110年 7月底","萬華區",8.8522,36,36,725,723,78865,179485,87728,91757,95.61,2.28,20276
"110年 7月底","文山區",31.5090,43,43,1010,1002,107544,264975,126520,138455,91.38,2.46,8410
"110年 7月底","南港區",21.8424,20,20,456,455,47927,117188,57069,60119,94.93,2.45,5365
"110年 7月底","內湖區",31.5787,39,39,917,916,110006,279598,133184,146414,90.96,2.54,8854
"110年 7月底","士林區",62.3682,51,51,996,995,107681,274056,132061,141995,93.00,2.55,4394
"110年 7月底","北投區",56.8216,42,42,828,821,97977,247333,118613,128720,92.15,2.52,4353
"110年 8月底","總計",271.7997,456,456,9623,9571,1056924,2553798,1215490,1338308,90.82,2.42,9396
"110年 8月底","松山區",9.2878,33,33,766,761,80409,195964,91582,104382,87.74,2.44,21099
"110年 8月底","信義區",11.2077,41,41,915,905,88218,210134,99754,110380,90.37,2.38,18749
"110年 8月底","大安區",11.3614,53,53,1030,1022,119985,295058,137478,157580,87.24,2.46,25970
"110年 8月底","中山區",13.6821,42,42,872,869,100207,219059,101505,117554,86.35,2.19,16011
"110年 8月底","中正區",7.6071,31,31,583,582,65453,152487,72517,79970,90.68,2.33,20045
"110年 8月底","大同區",5.6815,25,25,525,521,52342,122185,59137,63048,93.80,2.33,21506
"110年 8月底","萬華區",8.8522,36,36,725,722,78906,178884,87431,91453,95.60,2.27,20208
"110年 8月底","文山區",31.5090,43,43,1010,1002,107597,264145,126147,137998,91.41,2.45,8383
"110年 8月底","南港區",21.8424,20,20,456,455,47920,116867,56924,59943,94.96,2.44,5350
"110年 8月底","內湖區",31.5787,39,39,917,916,110184,278922,132908,146014,91.02,2.53,8833
"110年 8月底","士林區",62.3682,51,51,996,995,107670,273274,131681,141593,93.00,2.54,4382
"110年 8月底","北投區",56.8216,42,42,828,821,98033,246819,118426,128393,92.24,2.52,4344
"110年 9月底","總計",271.7997,456,456,9623,9572,1057327,2544720,1211361,1333359,90.85,2.41,9362
"110年 9月底","松山區",9.2878,33,33,766,762,80379,194976,91140,103836,87.77,2.43,20993
"110年 9月底","信義區",11.2077,41,41,915,905,88282,209299,99355,109944,90.37,2.37,18675
"110年 9月底","大安區",11.3614,53,53,1030,1022,119877,293625,136860,156765,87.30,2.45,25844
"110年 9月底","中山區",13.6821,42,42,872,869,100278,218154,101059,117095,86.31,2.18,15944
"110年 9月底","中正區",7.6071,31,31,583,582,65454,151885,72234,79651,90.69,2.32,19966
"110年 9月底","大同區",5.6815,25,25,525,521,52354,121747,58926,62821,93.80,2.33,21429
"110年 9月底","萬華區",8.8522,36,36,725,722,78935,178362,87180,91182,95.61,2.26,20149
"110年 9月底","文山區",31.5090,43,43,1010,1002,107717,263442,125880,137562,91.51,2.45,8361
"110年 9月底","南港區",21.8424,20,20,456,455,47980,116576,56813,59763,95.06,2.43,5337
"110年 9月底","內湖區",31.5787,39,39,917,916,110291,278246,132585,145661,91.02,2.52,8811
"110年 9月底","士林區",62.3682,51,51,996,995,107718,272454,131272,141182,92.98,2.53,4368
"110年 9月底","北投區",56.8216,42,42,828,821,98062,245954,118057,127897,92.31,2.51,4329
"110年 10月底","總計",271.7997,456,456,9623,9573,1055920,2538299,1208385,1329914,90.86,2.40,9339
"110年 10月底","松山區",9.2878,33,33,766,762,80296,194600,90991,103609,87.82,2.42,20952
"110年 10月底","信義區",11.2077,41,41,915,905,88127,208665,99058,109607,90.38,2.37,18618
"110年 10月底","大安區",11.3614,53,53,1030,1022,119724,292875,136535,156340,87.33,2.45,25778
"110年 10月底","中山區",13.6821,42,42,872,869,100040,217277,100682,116595,86.35,2.17,15880
"110年 10月底","中正區",7.6071,31,31,583,582,65298,151326,71993,79333,90.75,2.32,19893
"110年 10月底","大同區",5.6815,25,25,525,521,52270,121468,58803,62665,93.84,2.32,21380
"110年 10月底","萬華區",8.8522,36,36,725,722,78832,177799,86909,90890,95.62,2.26,20085
"110年 10月底","文山區",31.5090,43,43,1010,1002,107518,262791,125551,137240,91.48,2.44,8340
"110年 10月底","南港區",21.8424,20,20,456,456,47972,116419,56717,59702,95.00,2.43,5330
"110年 10月底","內湖區",31.5787,39,39,917,916,110216,277880,132391,145489,91.00,2.52,8800
"110年 10月底","士林區",62.3682,51,51,996,995,107618,271854,130977,140877,92.97,2.53,4359
"110年 10月底","北投區",56.8216,42,42,828,821,98009,245345,117778,127567,92.33,2.50,4318
"110年 11月底","總計",271.7997,456,456,9623,9573,1054530,2531659,1205310,1326349,90.87,2.40,9314
"110年 11月底","松山區",9.2878,33,33,766,762,80161,194070,90774,103296,87.88,2.42,20895
"110年 11月底","信義區",11.2077,41,41,915,905,88019,208079,98778,109301,90.37,2.36,18566
"110年 11月底","大安區",11.3614,53,53,1030,1022,119582,292233,136274,155959,87.38,2.44,25722
"110年 11月底","中山區",13.6821,42,42,872,869,99856,216556,100349,116207,86.35,2.17,15828
"110年 11月底","中正區",7.6071,31,31,583,582,65196,151021,71857,79164,90.77,2.32,19853
"110年 11月底","大同區",5.6815,25,25,525,521,52222,121055,58601,62454,93.83,2.32,21307
"110年 11月底","萬華區",8.8522,36,36,725,722,78711,177159,86625,90534,95.68,2.25,20013
"110年 11月底","文山區",31.5090,43,43,1010,1002,107414,262261,125273,136988,91.45,2.44,8323
"110年 11月底","南港區",21.8424,20,20,456,456,47889,116157,56577,59580,94.96,2.43,5318
"110年 11月底","內湖區",31.5787,39,39,917,916,110074,277224,132095,145129,91.02,2.52,8779
"110年 11月底","士林區",62.3682,51,51,996,995,107445,270770,130476,140294,93.00,2.52,4341
"110年 11月底","北投區",56.8216,42,42,828,821,97961,245074,117631,127443,92.30,2.50,4313
"110年 12月底","總計",271.7997,456,456,9623,9572,1052596,2524393,1201966,1322427,90.89,2.40,9288
"110年 12月底","松山區",9.2878,33,33,766,762,79979,193388,90448,102940,87.86,2.42,20822
"110年 12月底","信義區",11.2077,41,41,915,905,87843,207500,98508,108992,90.38,2.36,18514
"110年 12月底","大安區",11.3614,53,53,1030,1021,119385,291410,135895,155515,87.38,2.44,25649
"110年 12月底","中山區",13.6821,42,42,872,869,99528,215567,99911,115656,86.39,2.17,15755
"110年 12月底","中正區",7.6071,31,31,583,582,65078,150644,71686,78958,90.79,2.31,19803
"110年 12月底","大同區",5.6815,25,25,525,521,52142,120772,58470,62302,93.85,2.32,21257
"110年 12月底","萬華區",8.8522,36,36,725,722,78557,176617,86367,90250,95.70,2.25,19952
"110年 12月底","文山區",31.5090,43,43,1010,1002,107244,261576,124961,136615,91.47,2.44,8302
"110年 12月底","南港區",21.8424,20,20,456,456,47800,115780,56400,59380,94.98,2.42,5301
"110年 12月底","內湖區",31.5787,39,39,917,916,109939,276707,131882,144825,91.06,2.52,8762
"110年 12月底","士林區",62.3682,51,51,996,995,107169,269682,129968,139714,93.02,2.52,4324
"110年 12月底","北投區",56.8216,42,42,828,821,97932,244750,117470,127280,92.29,2.50,4307
"111年 1月底","總計",271.7997,456,456,9624,9572,1050027,2514425,1197417,1317008,90.92,2.39,9251
"111年 1月底","松山區",9.2878,33,33,766,762,79780,192511,90081,102430,87.94,2.41,20727
"111年 1月底","信義區",11.2077,41,41,915,905,87525,206209,97951,108258,90.48,2.36,18399
"111年 1月底","大安區",11.3614,53,53,1030,1021,119093,290419,135471,154948,87.43,2.44,25562
"111年 1月底","中山區",13.6821,42,42,872,869,99227,214563,99484,115079,86.45,2.16,15682
"111年 1月底","中正區",7.6071,31,31,583,582,64885,149962,71337,78625,90.73,2.31,19713
"111年 1月底","大同區",5.6815,25,25,526,521,51975,120224,58198,62026,93.83,2.31,21161
"111年 1月底","萬華區",8.8522,36,36,725,722,78412,175961,85994,89967,95.58,2.24,19878
"111年 1月底","文山區",31.5090,43,43,1010,1002,107016,260641,124536,136105,91.50,2.44,8272
"111年 1月底","南港區",21.8424,20,20,456,456,47696,115384,56230,59154,95.06,2.42,5283
"111年 1月底","內湖區",31.5787,39,39,917,916,109711,275847,131412,144435,90.98,2.51,8735
"111年 1月底","士林區",62.3682,51,51,996,995,106931,268608,129518,139090,93.12,2.51,4307
"111年 1月底","北投區",56.8216,42,42,828,821,97776,244096,117205,126891,92.37,2.50,4296
"111年 2月底","總計",271.7997,456,456,9624,9572,1048177,2504597,1192907,1311690,90.94,2.39,9215
"111年 2月底","松山區",9.2878,33,33,766,762,79567,191481,89637,101844,88.01,2.41,20616
"111年 2月底","信義區",11.2077,41,41,915,905,87338,205343,97566,107777,90.53,2.35,18322
"111年 2月底","大安區",11.3614,53,53,1030,1021,118920,289649,135113,154536,87.43,2.44,25494
"111年 2月底","中山區",13.6821,42,42,872,869,98869,213203,98864,114339,86.47,2.16,15583
"111年 2月底","中正區",7.6071,31,31,583,582,64755,149338,71048,78290,90.75,2.31,19631
"111年 2月底","大同區",5.6815,25,25,526,521,51943,119885,58019,61866,93.78,2.31,21101
"111年 2月底","萬華區",8.8522,36,36,725,722,78324,175373,85706,89667,95.58,2.24,19811
"111年 2月底","文山區",31.5090,43,43,1010,1002,106892,259768,124136,135632,91.52,2.43,8244
"111年 2月底","南港區",21.8424,20,20,456,456,47657,115009,56052,58957,95.07,2.41,5265
"111年 2月底","內湖區",31.5787,39,39,917,916,109537,274842,130918,143924,90.96,2.51,8703
"111年 2月底","士林區",62.3682,51,51,996,995,106814,267597,129102,138495,93.22,2.51,4291
"111年 2月底","北投區",56.8216,42,42,828,821,97561,243109,116746,126363,92.39,2.49,4278
"111年 3月底","總計",271.7997,456,456,9624,9571,1045646,2490445,1186053,1304392,90.93,2.38,9163
"111年 3月底","松山區",9.2878,33,33,766,762,79257,189961,88894,101067,87.96,2.40,20453
"111年 3月底","信義區",11.2077,41,41,915,905,87129,204052,96971,107081,90.56,2.34,18206
"111年 3月底","大安區",11.3614,53,53,1030,1021,118634,288292,134510,153782,87.47,2.43,25375
"111年 3月底","中山區",13.6821,42,42,872,869,98589,211945,98259,113686,86.43,2.15,15491
"111年 3月底","中正區",7.6071,31,31,583,582,64491,148249,70520,77729,90.73,2.30,19488
"111年 3月底","大同區",5.6815,25,25,526,521,51797,119188,57653,61535,93.69,2.30,20978
"111年 3月底","萬華區",8.8522,36,36,725,721,78173,174390,85213,89177,95.55,2.23,19700
"111年 3月底","文山區",31.5090,43,43,1010,1002,106637,258278,123384,134894,91.47,2.42,8197
"111年 3月底","南港區",21.8424,20,20,456,456,47492,114285,55673,58612,94.99,2.41,5232
"111年 3月底","內湖區",31.5787,39,39,917,916,109342,273414,130217,143197,90.94,2.50,8658
"111年 3月底","士林區",62.3682,51,51,996,995,106601,266036,128378,137658,93.26,2.50,4266
"111年 3月底","北投區",56.8216,42,42,828,821,97504,242355,116381,125974,92.38,2.49,4265
"111年 4月底","總計",271.7997,456,456,9624,9572,1043569,2478124,1179782,1298342,90.87,2.37,9117
"111年 4月底","松山區",9.2878,33,33,766,762,79046,188926,88397,100529,87.93,2.39,20341
"111年 4月底","信義區",11.2077,41,41,915,905,87077,203098,96504,106594,90.53,2.33,18121
"111年 4月底","大安區",11.3614,53,53,1030,1021,118524,287544,134098,153446,87.39,2.43,25309
"111年 4月底","中山區",13.6821,42,42,872,869,98288,210447,97472,112975,86.28,2.14,15381
